物品,成交量,最低價,中位價,最高價,價格變化,日期
披風力量卷軸60%卷軸,288,1000000,1800000,3000000,+42.01%,2025-06-28
矛攻擊卷軸60%卷軸,279,22222,30000,50000,+6.43%,2025-06-28
盾牌幸運卷軸100%卷軸,275,230000,280000,310000,-3.71%,2025-06-28
鞋子移動速度卷軸60%卷軸,273,20000,35000,60000,+11.59%,2025-06-28
槍命中卷軸10%卷軸,267,8000,20000,35000,+26.43%,2025-06-28
耳飾幸運卷軸100%卷軸,266,469999,500000,600001,+4.64%,2025-06-28
鞋子跳躍卷軸60%卷軸,261,750000,1399999,2100000,+16.15%,2025-06-28
套服敏捷卷軸10%卷軸,247,550000,1000000,1800000,+10.91%,2025-06-28
拳套攻擊卷軸10%卷軸,234,300000,980000,2300000,+37.33%,2025-06-28
酋長的地契其他,232,270000,339999,400000,-4.72%,2025-06-28
披風幸運卷軸10%卷軸,224,249999,300000,380000,+7.17%,2025-06-28
短劍攻擊卷軸10%卷軸,224,500000,850000,1300000,+11.54%,2025-06-28
披風體力卷軸60%卷軸,222,170000,200000,210000,-0.59%,2025-06-28
耳飾體力卷軸60%卷軸,218,120000,150000,200000,+18.20%,2025-06-28
單手棍命中卷軸60%卷軸,212,19997,30000,45000,+10.14%,2025-06-28
頭盔體力卷軸60%卷軸,208,350000,450000,550000,+7.87%,2025-06-28
手套攻擊卷軸10%卷軸,195,650000,1500000,3200000,+68.99%,2025-06-28
手槍攻擊力卷軸10%卷軸,191,888888,1000000,1300000,+5.25%,2025-06-28
上衣體力卷軸10%卷軸,179,20000,40000,55000,+7.21%,2025-06-28
鞋子敏捷性卷軸10%卷軸,173,30000,50000,100000,+29.81%,2025-06-28
詛咒娃娃其他,166,50,150,250,+11.79%,2025-06-28
披風敏捷性卷軸100%卷軸,164,230000,280000,320000,+6.10%,2025-06-28
弓攻擊卷軸10%卷軸,163,1,900000,1800000,+43.67%,2025-06-28
高級瞬移之石商城道具,163,68000,350000,750000,+67.79%,2025-06-28
食人花的花蜜其他,160,850000,999999,1050000,+2.72%,2025-06-28
指虎攻擊卷軸10%卷軸,154,1,20000,80000,+98.47%,2025-06-28
雙手斧攻擊卷軸60%卷軸,154,9000,29999,45000,+19.94%,2025-06-28
套服幸運卷軸60%卷軸,153,3600000,5499999,8500000,+13.44%,2025-06-28
套服智力卷軸60%卷軸,153,4500000,7000000,10000000,-8.53%,2025-06-28
柔軟的羽毛其他,144,650,1200,1800,+15.44%,2025-06-28
盾牌生命卷軸10%卷軸,141,170000,211111,280000,-2.78%,2025-06-28
枯木樹液消耗品,136,22000,30000,33000,-4.15%,2025-06-28
鋼鐵母礦其他,133,9000,15000,24000,+32.83%,2025-06-28
鞋子速度卷軸60%卷軸,133,10000,70000,150000,+35.71%,2025-06-28
單手棍攻擊卷軸60%卷軸,130,4000,12000,25000,+28.24%,2025-06-28
矛命中卷軸60%卷軸,127,34800,45000,55000,+3.73%,2025-06-28
套服幸運卷軸100%卷軸,123,1100000,1800000,2600000,+22.95%,2025-06-28
盾牌生命卷軸60%卷軸,123,650000,790000,850000,-6.74%,2025-06-28
披風力量卷軸100%卷軸,118,120000,150000,160000,+0.98%,2025-06-28
上衣體力卷軸60%卷軸,116,140000,180000,220000,-0.61%,2025-06-28
土飛鏢裝備,116,3499999,4000000,4600000,+3.07%,2025-06-28
耳飾體力卷軸10%卷軸,116,95000,100000,110000,+0.81%,2025-06-28
神秘背包商城道具,114,1,1700000,3900000,+93.44%,2025-06-28
雙手斧攻擊卷軸10%卷軸,113,5000,30000,65000,-5.57%,2025-06-28
下衣跳躍卷軸60%卷軸,111,24999,40000,60000,-5.87%,2025-06-28
下衣體力卷軸60%卷軸,111,359999,450000,501000,+6.00%,2025-06-28
肥肥頭其他,104,23000,30000,40000,+6.63%,2025-06-28
盾牌力量卷軸60%卷軸,103,249999,350000,450000,+26.96%,2025-06-28
馬堤安的觸角其他,103,500,900,1200,+22.82%,2025-06-28
堅硬的羽毛其他,102,500,1000,1800,+18.28%,2025-06-28
盾牌防禦卷軸60%卷軸,101,2000,10000,20000,+20.12%,2025-06-28
黑暗母礦其他,100,15000,25000,35000,+18.10%,2025-06-28
槍攻擊卷軸10%卷軸,93,45000,100000,150000,-12.00%,2025-06-28
盾牌幸運卷軸10%卷軸,93,450000,700000,1300000,+25.01%,2025-06-28
指虎命中卷軸10%卷軸,92,8800,10000,10000,+1.11%,2025-06-28
下衣敏捷性卷軸100%卷軸,88,700000,850000,1100000,+4.80%,2025-06-28
雙手棍攻擊卷軸60%卷軸,88,3000,10000,25000,+49.90%,2025-06-28
頭盔防禦卷軸60%卷軸,87,7000,10000,10000,+0.85%,2025-06-28
頭盔體力卷軸10%卷軸,85,50000,50000,50000,0.00%,2025-06-28
披風智力卷軸100%卷軸,84,83000,100000,100000,+1.49%,2025-06-28
矛命中卷軸10%卷軸,84,8500,10000,10000,+0.02%,2025-06-28
盾牌力量卷軸10%卷軸,83,12000,30000,70000,+32.32%,2025-06-28
單手劍攻擊卷軸10%卷軸,82,95000,100000,110000,-1.01%,2025-06-28
耳飾敏捷卷軸100%卷軸,82,3599999,4000000,4300000,-1.19%,2025-06-28
雙手劍攻擊卷軸10%卷軸,82,25000,40000,75000,+11.96%,2025-06-28
護身符商城道具,79,170000,440000,850000,+74.98%,2025-06-28
指虎命中卷軸60%卷軸,78,15000,35000,60000,+25.82%,2025-06-28
單手棍命中卷軸10%卷軸,76,7950,10000,15000,+0.59%,2025-06-28
長杖魔力卷軸10%卷軸,74,300000,650000,1000000,-5.17%,2025-06-28
飄雪結晶商城道具,774,190000,300000,390000,+17.43%,2025-06-29
短杖魔力卷軸60%卷軸,620,220000,300000,410000,+10.87%,2025-06-29
手套攻擊卷軸60%卷軸,562,1200000,2200000,3600000,+36.12%,2025-06-29
拳套攻擊卷軸60%卷軸,561,400000,550000,800000,+12.36%,2025-06-29
盾牌幸運卷軸60%卷軸,556,1150000,1600000,2750000,+43.31%,2025-06-29
披風幸運卷軸60%卷軸,554,1050000,1500000,2300000,+28.98%,2025-06-29
手槍攻擊力卷軸60%卷軸,519,230000,350000,510000,+15.89%,2025-06-29
耳飾幸運卷軸10%卷軸,512,200000,350000,600000,+37.71%,2025-06-29
披風智力卷軸60%卷軸,466,450000,550000,650000,+1.59%,2025-06-29
弓攻擊卷軸60%卷軸,463,200000,280000,400000,+23.20%,2025-06-29
頭盔智力卷軸100%卷軸,455,90000,200000,550000,+101.28%,2025-06-29
長杖魔力卷軸60%卷軸,446,240000,350000,480000,+10.33%,2025-06-29
短劍攻擊卷軸60%卷軸,445,550000,750000,1150000,+22.72%,2025-06-29
弩攻擊卷軸60%卷軸,417,35000,50000,55000,+7.67%,2025-06-29
槍命中卷軸60%卷軸,413,80000,120000,160000,+3.96%,2025-06-29
雙手劍攻擊卷軸60%卷軸,380,30000,55000,100000,+32.54%,2025-06-29
指虎攻擊卷軸60%卷軸,365,20000,40000,60000,+18.16%,2025-06-29
耳環智力卷軸60%卷軸,350,800000,1500000,2400000,+19.77%,2025-06-29
槍攻擊卷軸60%卷軸,349,79999,120000,175000,+7.41%,2025-06-29
頭盔敏捷性卷軸100%卷軸,344,250000,400000,1000000,+41.67%,2025-06-29
上衣幸運卷軸100%卷軸,343,245000,300000,380000,+3.54%,2025-06-29
鞋子跳躍卷軸10%卷軸,336,188888,350000,540000,+14.44%,2025-06-29
套服敏捷卷軸60%卷軸,322,1450000,2100000,2800000,+16.42%,2025-06-29
披風敏捷性卷軸60%卷軸,318,1500000,3333333,5200000,+35.82%,2025-06-29
手套敏捷性卷軸60%卷軸,310,75000,149999,210000,+9.15%,2025-06-29
矛攻擊卷軸60%卷軸,302,20000,35000,60000,+17.07%,2025-06-29
鞋子敏捷性卷軸60%卷軸,285,45000,79999,100000,+15.30%,2025-06-29
披風力量卷軸60%卷軸,278,900000,2200000,3600000,+32.37%,2025-06-29
套服敏捷卷軸10%卷軸,275,500000,1500000,2500000,+55.45%,2025-06-29
單手劍攻擊卷軸60%卷軸,266,35000,80000,120000,+24.37%,2025-06-29
雙手劍命中卷軸60%卷軸,263,65000,90000,110000,+7.09%,2025-06-29
耳飾幸運卷軸100%卷軸,248,450000,520000,650000,+10.07%,2025-06-29
手套攻擊卷軸100%卷軸,244,310000,360000,430000,+1.59%,2025-06-29
盾牌幸運卷軸100%卷軸,243,230000,280000,310000,-4.16%,2025-06-29
鞋子移動速度卷軸60%卷軸,236,20000,40000,60000,+22.70%,2025-06-29
上衣力量卷軸100%卷軸,225,170000,200000,210000,+2.49%,2025-06-29
槍命中卷軸10%卷軸,216,12000,20000,35000,+10.19%,2025-06-29
鞋子跳躍卷軸60%卷軸,211,600000,1500000,2850000,+36.90%,2025-06-29
披風體力卷軸60%卷軸,210,177777,200000,200001,-0.53%,2025-06-29
拳套攻擊卷軸10%卷軸,210,300000,1700000,3300000,+108.92%,2025-06-29
頭盔體力卷軸60%卷軸,209,350000,500000,650000,+8.31%,2025-06-29
手套敏捷性卷軸10%卷軸,200,70000,120000,190000,+7.68%,2025-06-29
短劍攻擊卷軸10%卷軸,196,450000,990000,1400000,+10.60%,2025-06-29
耳飾體力卷軸60%卷軸,196,129999,150000,220000,+20.88%,2025-06-29
單手棍命中卷軸60%卷軸,195,19500,30000,45000,-2.50%,2025-06-29
披風幸運卷軸10%卷軸,188,240000,300000,490000,+5.52%,2025-06-29
手套攻擊卷軸10%卷軸,176,650000,2000000,4000000,+37.23%,2025-06-29
手槍攻擊力卷軸10%卷軸,172,799999,1100000,1750000,+7.80%,2025-06-29
枯木樹液消耗品,161,20000,25000,33000,-12.97%,2025-06-29
雙手斧攻擊卷軸60%卷軸,160,9000,30000,45000,-1.07%,2025-06-29
披風敏捷性卷軸100%卷軸,159,215000,290000,350000,+11.35%,2025-06-29
盾牌生命卷軸60%卷軸,158,490000,700000,950000,-20.60%,2025-06-29
酋長的地契其他,158,270000,300000,390000,-5.08%,2025-06-29
鞋子速度卷軸60%卷軸,157,1,99999,222222,+23.33%,2025-06-29
鞋子敏捷性卷軸10%卷軸,155,15000,50000,120000,+14.14%,2025-06-29
弓攻擊卷軸10%卷軸,148,100000,1000000,2100000,+41.04%,2025-06-29
上衣體力卷軸10%卷軸,146,20000,40000,65000,+9.72%,2025-06-29
披風力量卷軸100%卷軸,146,98000,150000,170000,-4.16%,2025-06-29
單手棍攻擊卷軸60%卷軸,141,4000,12000,25000,-1.93%,2025-06-29
高級瞬移之石商城道具,140,130000,450000,750000,+45.93%,2025-06-29
詛咒娃娃其他,139,80,150,250,+10.70%,2025-06-29
指虎攻擊卷軸10%卷軸,138,1,24999,77777,+63.73%,2025-06-29
鋼鐵母礦其他,135,8500,20000,30000,+34.58%,2025-06-29
耳飾體力卷軸10%卷軸,134,89999,100000,135000,-4.70%,2025-06-29
套服幸運卷軸60%卷軸,133,2200000,7000000,13000000,+54.07%,2025-06-29
矛命中卷軸60%卷軸,130,34000,45000,55000,-1.75%,2025-06-29
柔軟的羽毛其他,129,650,1300,1800,+23.06%,2025-06-29
雙手劍攻擊卷軸10%卷軸,124,11000,50000,100000,+75.34%,2025-06-29
盾牌生命卷軸10%卷軸,120,170000,220000,280000,+0.64%,2025-06-29
食人花的花蜜其他,119,940000,1000000,1000001,+0.90%,2025-06-29
套服幸運卷軸100%卷軸,113,1200000,2100000,2899999,+12.46%,2025-06-29
盾牌力量卷軸60%卷軸,108,150000,380000,650000,+30.24%,2025-06-29
神秘背包商城道具,106,12,2300000,4500000,+62.50%,2025-06-29
套服智力卷軸60%卷軸,105,3000000,7000000,14200000,-8.88%,2025-06-29
雙手斧攻擊卷軸10%卷軸,105,9250,30000,65000,-0.45%,2025-06-29
雙手棍攻擊卷軸60%卷軸,102,4000,10000,25000,+44.48%,2025-06-29
上衣體力卷軸60%卷軸,101,120000,175000,220000,-7.86%,2025-06-29
盾牌防禦卷軸60%卷軸,101,2500,10000,25000,+30.29%,2025-06-29
下衣跳躍卷軸60%卷軸,98,24999,40000,60000,-7.41%,2025-06-29
土飛鏢裝備,97,3499999,4000000,4600000,+3.43%,2025-06-29
矛命中卷軸10%卷軸,97,8500,10000,10000,+0.81%,2025-06-29
堅硬的羽毛其他,95,650,1100,1800,+5.79%,2025-06-29
馬堤安的觸角其他,93,500,900,1200,+15.82%,2025-06-29
指虎命中卷軸10%卷軸,92,8800,10000,10000,+0.67%,2025-06-29
單手劍攻擊卷軸10%卷軸,91,90000,100000,130000,-1.68%,2025-06-29
肥肥頭其他,91,23000,30000,40000,+8.89%,2025-06-29
頭盔防禦卷軸60%卷軸,91,7000,10000,10000,+2.83%,2025-06-29
下衣體力卷軸60%卷軸,87,359999,450000,550000,+2.21%,2025-06-29
頭盔體力卷軸10%卷軸,80,49999,50000,50000,0.00%,2025-06-29
盾牌力量卷軸10%卷軸,79,10000,30000,70000,+5.27%,2025-06-29
盾牌幸運卷軸10%卷軸,78,450000,900000,1500000,+24.72%,2025-06-29
下衣敏捷性卷軸100%卷軸,77,700000,850000,1100000,+2.06%,2025-06-29
黑暗母礦其他,76,23000,28000,32000,+3.73%,2025-06-29
護身符商城道具,75,225000,540000,900000,+40.85%,2025-06-29
耳飾敏捷卷軸100%卷軸,73,3500000,4000000,4600000,-0.94%,2025-06-29
指虎命中卷軸60%卷軸,71,15000,40000,60000,+22.64%,2025-06-29
槍攻擊卷軸10%卷軸,71,45000,100000,180000,+3.17%,2025-06-29
單手棍命中卷軸10%卷軸,70,7950,10000,15000,-13.99%,2025-06-29
披風智力卷軸100%卷軸,70,83000,100000,100000,-1.25%,2025-06-29
雙手棍命中卷軸60%卷軸,70,20000,30000,50000,+23.14%,2025-06-29
飄雪結晶商城道具,690,255000,330000,380000,+6.80%,2025-06-30
短杖魔力卷軸60%卷軸,544,250000,350000,450000,+13.98%,2025-06-30
披風幸運卷軸60%卷軸,524,1100000,2000000,2700000,+17.39%,2025-06-30
手槍攻擊力卷軸60%卷軸,492,200000,400000,600000,+26.61%,2025-06-30
手套攻擊卷軸60%卷軸,467,1400000,3000000,4200000,+22.71%,2025-06-30
拳套攻擊卷軸60%卷軸,465,420000,600000,900000,+10.91%,2025-06-30
長杖魔力卷軸60%卷軸,442,230000,400000,500000,+15.04%,2025-06-30
頭盔智力卷軸100%卷軸,439,50000,250000,650000,+50.31%,2025-06-30
弓攻擊卷軸60%卷軸,430,180000,300000,470000,+19.93%,2025-06-30
盾牌幸運卷軸60%卷軸,429,1150000,2200000,2900000,+30.79%,2025-06-30
耳飾幸運卷軸10%卷軸,424,220000,450000,650000,+29.80%,2025-06-30
披風智力卷軸60%卷軸,421,450000,550000,650000,-0.86%,2025-06-30
雙手劍攻擊卷軸60%卷軸,418,29999,70000,120000,+14.13%,2025-06-30
弩攻擊卷軸60%卷軸,391,39999,50000,60000,+4.94%,2025-06-30
槍命中卷軸60%卷軸,353,95000,130000,160000,+5.43%,2025-06-30
短劍攻擊卷軸60%卷軸,338,550000,800000,1150000,+13.72%,2025-06-30
槍攻擊卷軸60%卷軸,316,80000,120000,175000,+5.73%,2025-06-30
手套敏捷性卷軸60%卷軸,315,88888,150000,220000,+3.90%,2025-06-30
頭盔敏捷性卷軸100%卷軸,312,150000,500000,1150000,+13.35%,2025-06-30
鞋子跳躍卷軸10%卷軸,306,210000,400000,588888,+14.54%,2025-06-30
雙手劍命中卷軸60%卷軸,303,60000,100000,140000,+8.03%,2025-06-30
披風敏捷性卷軸60%卷軸,297,1550000,4000000,6111111,+29.01%,2025-06-30
矛攻擊卷軸60%卷軸,288,20000,40000,60000,+13.96%,2025-06-30
手套敏捷性卷軸10%卷軸,277,50000,150000,250000,+37.72%,2025-06-30
單手劍攻擊卷軸60%卷軸,276,30000,100000,190000,+46.60%,2025-06-30
耳環智力卷軸60%卷軸,274,1100000,1900000,2300000,+14.70%,2025-06-30
套服敏捷卷軸60%卷軸,265,1750000,2400000,2750000,+8.14%,2025-06-30
鞋子敏捷性卷軸60%卷軸,261,55000,81000,110000,+12.49%,2025-06-30
指虎攻擊卷軸60%卷軸,258,35000,49999,55000,+6.10%,2025-06-30
套服敏捷卷軸10%卷軸,245,600000,2000000,3000000,+27.37%,2025-06-30
手套攻擊卷軸100%卷軸,244,330000,380000,420000,+1.15%,2025-06-30
上衣幸運卷軸100%卷軸,234,275000,300000,375000,+2.12%,2025-06-30
槍命中卷軸10%卷軸,232,12500,25000,42000,+6.36%,2025-06-30
鞋子移動速度卷軸60%卷軸,221,30000,49000,70000,+15.77%,2025-06-30
披風力量卷軸60%卷軸,212,1350000,2800000,3500000,+11.47%,2025-06-30
鞋子跳躍卷軸60%卷軸,211,600000,2000000,3600000,+46.79%,2025-06-30
盾牌生命卷軸60%卷軸,209,300000,600000,900000,-31.48%,2025-06-30
披風幸運卷軸10%卷軸,207,200000,400000,600000,+38.19%,2025-06-30
拳套攻擊卷軸10%卷軸,207,450000,2000000,3800000,+52.22%,2025-06-30
盾牌幸運卷軸100%卷軸,206,230000,250000,310000,-4.45%,2025-06-30
上衣力量卷軸100%卷軸,204,170000,200000,210000,-0.17%,2025-06-30
耳飾幸運卷軸100%卷軸,200,450000,550000,650000,+3.38%,2025-06-30
耳飾體力卷軸60%卷軸,189,130000,160000,220000,+18.06%,2025-06-30
披風體力卷軸60%卷軸,185,185000,200000,200001,-0.08%,2025-06-30
酋長的地契其他,185,250000,300000,400000,-10.70%,2025-06-30
單手棍命中卷軸60%卷軸,177,22222,30000,45000,-1.08%,2025-06-30
披風敏捷性卷軸100%卷軸,177,200000,300000,400000,+15.94%,2025-06-30
雙手斧攻擊卷軸60%卷軸,172,9000,30000,45000,+0.29%,2025-06-30
頭盔體力卷軸60%卷軸,164,380000,500000,650000,+7.50%,2025-06-30
手槍攻擊力卷軸10%卷軸,157,600000,1400000,2700000,+25.52%,2025-06-30
短劍攻擊卷軸10%卷軸,157,550000,1000000,1600000,+1.07%,2025-06-30
枯木樹液消耗品,154,18000,25000,35000,-5.79%,2025-06-30
鞋子速度卷軸60%卷軸,150,1,100000,210000,+21.82%,2025-06-30
鞋子敏捷性卷軸10%卷軸,146,15000,70000,120000,+8.49%,2025-06-30
矛命中卷軸60%卷軸,145,34000,45000,55000,-1.22%,2025-06-30
上衣體力卷軸10%卷軸,144,20000,40000,60000,+15.63%,2025-06-30
指虎攻擊卷軸10%卷軸,138,1,45000,81000,+49.44%,2025-06-30
單手棍攻擊卷軸60%卷軸,134,4000,13000,25000,-16.94%,2025-06-30
披風力量卷軸100%卷軸,134,98000,150000,170000,-8.58%,2025-06-30
手套攻擊卷軸10%卷軸,133,1100000,3000000,4000000,+12.51%,2025-06-30
耳飾體力卷軸10%卷軸,133,89999,100000,135000,-2.78%,2025-06-30
高級瞬移之石商城道具,126,300000,588888,750000,+17.33%,2025-06-30
食人花的花蜜其他,124,850000,999999,1050000,+1.07%,2025-06-30
雙手劍攻擊卷軸10%卷軸,123,11000,50000,130000,+46.72%,2025-06-30
雙手棍攻擊卷軸60%卷軸,123,4000,12000,25000,+15.39%,2025-06-30
套服幸運卷軸60%卷軸,117,3350000,9500000,15000000,+43.23%,2025-06-30
鋼鐵母礦其他,116,13000,22000,30000,+19.42%,2025-06-30
套服幸運卷軸100%卷軸,113,1550000,2300000,2899999,+10.22%,2025-06-30
詛咒娃娃其他,113,98,160,200,+8.26%,2025-06-30
弓攻擊卷軸10%卷軸,104,600000,1499999,2000000,+11.32%,2025-06-30
神秘背包商城道具,103,850000,3500000,4500000,+44.46%,2025-06-30
下衣跳躍卷軸60%卷軸,101,25000,40000,60000,-5.43%,2025-06-30
盾牌防禦卷軸60%卷軸,101,3000,15000,25000,+21.09%,2025-06-30
雙手斧攻擊卷軸10%卷軸,100,18000,40000,65000,+32.49%,2025-06-30
矛命中卷軸10%卷軸,99,6800,10000,10000,+2.87%,2025-06-30
盾牌生命卷軸10%卷軸,98,170000,230000,280000,+9.35%,2025-06-30
堅硬的羽毛其他,94,650,1200,1800,-1.12%,2025-06-30
上衣體力卷軸60%卷軸,93,120000,170000,220000,-9.04%,2025-06-30
柔軟的羽毛其他,93,1000,1400,1600,+7.29%,2025-06-30
盾牌力量卷軸60%卷軸,91,250000,400000,600000,+16.30%,2025-06-30
套服智力卷軸60%卷軸,90,1200000,10000000,20000000,+32.56%,2025-06-30
單手棍命中卷軸10%卷軸,86,5000,10000,25000,-13.15%,2025-06-30
下衣體力卷軸60%卷軸,85,350000,500000,700000,+8.72%,2025-06-30
單手劍攻擊卷軸10%卷軸,85,90000,100000,130000,+1.93%,2025-06-30
肥肥頭其他,84,22000,30000,40000,-0.60%,2025-06-30
指虎命中卷軸10%卷軸,83,8800,10000,10000,+1.09%,2025-06-30
百年人蔘其他,83,1000,1600,2250,-8.60%,2025-06-30
頭盔防禦卷軸60%卷軸,83,9000,10000,10000,-0.86%,2025-06-30
頭盔體力卷軸10%卷軸,83,49999,50000,50002,0.00%,2025-06-30
土飛鏢裝備,78,3499999,4000000,4800000,+5.27%,2025-06-30
黑暗母礦其他,77,23000,28000,33333,+3.26%,2025-06-30
指虎命中卷軸60%卷軸,75,20000,50000,60000,+34.99%,2025-06-30
盾牌力量卷軸10%卷軸,75,15000,40000,60000,+24.55%,2025-06-30
手套生命卷軸10%卷軸,72,140000,250000,350000,-21.78%,2025-06-30
盾牌幸運卷軸10%卷軸,70,519998,1000000,1750000,+13.21%,2025-06-30
雙手棍命中卷軸60%卷軸,69,20000,30000,50000,+14.73%,2025-06-30
護身符商城道具,66,390000,700000,900000,+18.74%,2025-06-30
古代卷軸其他,64,20000,40000,50000,-5.72%,2025-06-30
上衣防禦卷軸10%卷軸,62,5000,10000,25000,+57.60%,2025-06-30
披風智力卷軸100%卷軸,62,83000,100000,100000,-2.59%,2025-06-30
物品,成交量,最低價,中位價,最高價,價格變化,日期
飄雪結晶商城道具,666,285000,340000,385000,+5.24%,2025-07-01
短杖魔力卷軸60%卷軸,576,225000,400000,520000,+21.07%,2025-07-01
手槍攻擊力卷軸60%卷軸,472,249000,480000,720000,+24.45%,2025-07-01
雙手劍攻擊卷軸60%卷軸,429,25000,80000,125000,+12.15%,2025-07-01
長杖魔力卷軸60%卷軸,426,275000,400000,550000,+10.04%,2025-07-01
拳套攻擊卷軸60%卷軸,414,440000,670000,900000,+15.01%,2025-07-01
披風幸運卷軸60%卷軸,404,1499998,2200000,2750000,+5.58%,2025-07-01
披風智力卷軸60%卷軸,394,450000,550000,650000,-0.16%,2025-07-01
頭盔智力卷軸100%卷軸,389,150000,400000,600000,+32.16%,2025-07-01
耳飾幸運卷軸10%卷軸,379,300000,500000,700000,+16.54%,2025-07-01
弓攻擊卷軸60%卷軸,356,210000,330000,450000,+15.81%,2025-07-01
短劍攻擊卷軸60%卷軸,337,599999,900000,1250000,+6.85%,2025-07-01
手套敏捷性卷軸60%卷軸,330,88888,150000,220000,+3.21%,2025-07-01
手套攻擊卷軸60%卷軸,329,2190000,3200000,3900000,+7.01%,2025-07-01
雙手劍命中卷軸60%卷軸,328,55000,100000,150000,+3.66%,2025-07-01
弩攻擊卷軸60%卷軸,326,42000,50000,65000,+0.92%,2025-07-01
槍攻擊卷軸60%卷軸,315,80000,130000,190000,+9.58%,2025-07-01
盾牌幸運卷軸60%卷軸,298,1700000,2500000,2900000,+9.35%,2025-07-01
矛攻擊卷軸60%卷軸,298,15000,40000,75000,+11.77%,2025-07-01
披風敏捷性卷軸60%卷軸,294,1750000,5000000,6750000,+21.56%,2025-07-01
槍命中卷軸60%卷軸,290,110000,135000,160000,+5.27%,2025-07-01
鞋子跳躍卷軸10%卷軸,285,230000,437000,588888,+12.28%,2025-07-01
頭盔敏捷性卷軸100%卷軸,285,288885,600000,1250000,-9.85%,2025-07-01
